sample1-2_1001,1721396916.1921382,238260357,8806095
sample1-2_3003,1721396916.6184635,246900418,12065996
sample1-2_6506,1721396917.3414896,227450236,13828826
sample1-2_8508,1721396917.6647732,278005107,50975839
sample1-2_10010,1721396917.9382925,200037464,78268475
sample1-2_13013,1721396918.6874783,301048324,98344191
sample1-2_21021,1721396920.1568546,237018920,70667688
sample1-2_23523,1721396920.5938587,313885969,78346820
sample1-2_25525,1721396921.0258846,275486114,38444880
sample1-2_35535,1721396922.9341478,262234331,13686518
sample1-2_38038,1721396923.3796964,246611647,9768381
sample1-2_40540,1721396923.849808,320534545,65698107
sample1-2_42542,1721396924.1987696,317846488,8378220
sample1-2_43543,1721396924.3759363,243713285,80789016
sample1-2_49549,1721396925.3729017,319109631,85541972
sample1-2_57557,1721396926.9735227,323326525,20148075
sample1-1_1001,1721396916.191506,238260357,8806095
sample1-1_3003,1721396916.6294408,246900418,12065996
sample1-1_6506,1721396917.3562996,227450236,13828826
sample1-1_8508,1721396917.6874244,278005107,50975839
sample1-1_10010,1721396917.964355,200037464,78268475
sample1-1_13013,1721396918.7476318,301048324,98344191
sample1-1_21021,1721396920.2471337,237018920,70667688
sample1-1_23523,1721396920.6830842,313885969,78346820
sample1-1_25525,1721396921.127888,275486114,38444880
sample1-1_35535,1721396923.1191514,262234331,13686518
sample1-1_38038,1721396923.5551014,246611647,9768381
sample1-1_40540,1721396924.0327964,320534545,65698107
sample1-1_42542,1721396924.3950078,317846488,8378220
sample1-1_43543,1721396924.5653672,243713285,80789016
sample1-1_49549,1721396925.5861745,319109631,85541972
sample1-1_57557,1721396927.2080908,323326525,20148075
