sample1-1_7507,1722100322.3978314,pass,0.6901164566898995
sample1-1_9009,1722100322.4767377,pass,0.6482915982384317
sample1-1_10510,1722100322.621128,pass,0.702364959202695
sample1-1_13513,1722100322.8588665,pass,0.6995731994208094
sample1-1_18018,1722100323.128411,pass,0.6671265555971511
sample1-1_21021,1722100323.311275,pass,0.7356213096919589
sample1-1_24024,1722100323.5109174,pass,0.7792491810318516
sample1-1_25525,1722100323.6098971,pass,0.8507045041810524
sample1-1_30030,1722100323.9159136,pass,0.6958955840541816
sample1-1_36036,1722100324.2865512,pass,0.5688674371739506
sample1-1_39039,1722100324.444593,pass,0.6903392593957771
sample1-1_40540,1722100324.5370185,pass,0.5477075655560933
sample1-1_43543,1722100324.6954143,pass,0.8763944905846129
sample1-1_46546,1722100324.8544204,pass,0.4639729823461874
sample1-1_49549,1722100325.0056074,pass,0.5541688144116225
sample1-1_54054,1722100325.2928398,pass,0.6197949812223521
