sample1-1_7507,1721388467.6537285,227848690,13430372
sample1-1_9009,1721388467.7378557,277591735,49743045
sample1-1_10510,1721388467.8768544,200641942,76949793
sample1-1_13513,1721388468.113474,301246971,99547285
sample1-1_21021,1721388468.5537393,237018920,71079629
sample1-1_24024,1721388468.748555,313899732,77853343
sample1-1_25525,1721388468.8454556,275486114,38413618
sample1-1_36036,1721388469.5731952,262492164,15790372
sample1-1_40540,1721388469.866737,320534545,71572148
sample1-1_43543,1721388470.043739,243713285,82511423
sample1-1_45045,1721388470.1296682,231022152,12691133
sample1-1_49549,1721388470.3725564,319109631,86366680
sample1-1_52552,1721388470.5759149,305167341,10841060
sample2-2_19519,1721388468.877334,220291254,70848711
sample2-2_25525,1721388469.4201107,229996475,8172334
sample2-2_27027,1721388469.5535965,251020382,21023907
sample2-2_31531,1721388469.935274,266185596,10144351
sample2-2_49549,1721388471.4943757,202832927,104080230
sample2-2_60060,1721388472.0579097,203712751,13274474
sample2-2_66066,1721388472.3802876,211926595,10005170
sample2-2_70570,1721388472.620374,233578028,27843054
sample2-2_85585,1721388473.5748494,506513545,252317741
sample2-2_87087,1721388473.6229546,495255214,11258331
