sample1-2_1001,1721397357.923461,238260357,8806095
sample1-2_3003,1721397358.3771994,246900418,12065996
sample1-2_6506,1721397359.150395,227450236,13828826
sample1-2_8508,1721397359.511953,278005107,50975839
sample1-2_10010,1721397359.8052425,200037464,78268475
sample1-2_13013,1721397360.6609015,301048324,98344191
sample1-2_21021,1721397362.339572,237018920,70667688
sample1-2_23523,1721397362.8199787,313885969,78346820
sample1-2_25525,1721397363.3102958,275486114,38444880
sample1-2_35535,1721397365.570415,262234331,13686518
sample1-2_38038,1721397366.0802035,246611647,9768381
sample1-2_40540,1721397366.585822,320534545,65698107
sample1-2_42542,1721397366.9897563,317846488,8378220
sample1-2_43543,1721397367.178088,243713285,80789016
sample1-2_49549,1721397368.290912,319109631,85541972
sample1-2_57557,1721397370.2159884,323326525,20148075
sample1-3_1001,1721397357.9662325,238260357,8806095
sample1-3_3003,1721397358.4203763,246900418,12065996
sample1-3_6506,1721397359.2092946,227450236,13828826
sample1-3_8508,1721397359.571269,278005107,50975839
sample1-3_10010,1721397359.9037416,200037464,78268475
sample1-3_13013,1721397360.7871544,301048324,98344191
sample1-3_21021,1721397362.447329,237018920,70667688
sample1-3_23523,1721397362.9466565,313885969,78346820
sample1-3_25525,1721397363.3937457,275486114,38444880
sample1-3_35535,1721397365.6516695,262234331,13686518
sample1-3_38038,1721397366.1344323,246611647,9768381
sample1-3_40540,1721397366.6359084,320534545,65698107
sample1-3_42542,1721397367.0346215,317846488,8378220
sample1-3_43543,1721397367.2342868,243713285,80789016
sample1-3_49549,1721397368.3708994,319109631,85541972
sample1-3_57557,1721397370.341254,323326525,20148075
sample1-1_1001,1721397357.875899,238260357,8806095
sample1-1_3003,1721397358.3292968,246900418,12065996
sample1-1_6506,1721397359.0784237,227450236,13828826
sample1-1_8508,1721397359.4547243,278005107,50975839
sample1-1_10010,1721397359.7664368,200037464,78268475
sample1-1_13013,1721397360.6472642,301048324,98344191
sample1-1_21021,1721397362.337204,237018920,70667688
sample1-1_23523,1721397362.815668,313885969,78346820
sample1-1_25525,1721397363.3033354,275486114,38444880
sample1-1_35535,1721397365.595764,262234331,13686518
sample1-1_38038,1721397366.0790014,246611647,9768381
sample1-1_40540,1721397366.5857377,320534545,65698107
sample1-1_42542,1721397366.9910076,317846488,8378220
sample1-1_43543,1721397367.1793382,243713285,80789016
sample1-1_49549,1721397368.361686,319109631,85541972
sample1-1_57557,1721397370.267161,323326525,20148075
