sample1-3_2502,1721401985.49587,234834422,8073497
sample1-3_6172,1721401988.9539952,227245683,14033379
sample1-3_8174,1721401990.5077462,277687165,50657897
sample1-3_10010,1721401992.0952306,200037464,77836540
sample1-3_12679,1721401994.8795564,300224189,97520056
sample1-3_20854,1721402002.4247663,237060312,70429542
sample1-3_23523,1721402004.7366598,313885969,78128812
sample1-3_25358,1721402006.0482738,275327230,38678484
sample1-3_35201,1721402014.7176461,261123758,14797091
sample1-3_37871,1721402016.8639917,247205275,8672956
sample1-3_40540,1721402019.5072336,320534545,64053220
sample1-3_42375,1721402021.5112936,316588184,8858497
sample1-3_43209,1721402022.2583296,245638160,78864141
sample1-3_46379,1721402025.107227,232975066,8039423
sample1-3_49549,1721402027.8201036,319109631,84782375
sample1-3_57557,1721402034.5973692,323326525,19985929
sample1-2_2502,1721401985.6134117,234834422,8073497
sample1-2_6172,1721401989.0395973,227245683,14033379
sample1-2_8174,1721401990.6339726,277687165,50657897
sample1-2_10010,1721401992.188189,200037464,77836540
sample1-2_12679,1721401994.9729073,300224189,97520056
sample1-2_20854,1721402002.45339,237060312,70429542
sample1-2_23523,1721402004.786989,313885969,78128812
sample1-2_25358,1721402006.1433816,275327230,38678484
sample1-2_35201,1721402014.9120498,261123758,14797091
sample1-2_37871,1721402017.081616,247205275,8672956
sample1-2_40540,1721402019.7286434,320534545,64053220
sample1-2_42375,1721402021.6676214,316588184,8858497
sample1-2_43209,1721402022.403441,245638160,78864141
sample1-2_46379,1721402025.2019436,232975066,8039423
sample1-2_49549,1721402027.9266398,319109631,84782375
sample1-2_57557,1721402034.5897841,323326525,19985929
sample1-1_2502,1721401985.6360517,234834422,8073497
sample1-1_6172,1721401988.9861314,227245683,14033379
sample1-1_8174,1721401990.6206598,277687165,50657897
sample1-1_10010,1721401992.1407378,200037464,77836540
sample1-1_12679,1721401994.8700976,300224189,97520056
sample1-1_20854,1721402002.2776291,237060312,70429542
sample1-1_23523,1721402004.6565192,313885969,78128812
sample1-1_25358,1721402005.9629107,275327230,38678484
sample1-1_35201,1721402014.6080594,261123758,14797091
sample1-1_37871,1721402016.7525742,247205275,8672956
sample1-1_40540,1721402019.3601623,320534545,64053220
sample1-1_42375,1721402021.3141644,316588184,8858497
sample1-1_43209,1721402022.0201845,245638160,78864141
sample1-1_46379,1721402024.8613644,232975066,8039423
sample1-1_49549,1721402027.54075,319109631,84782375
sample1-1_57557,1721402034.1490555,323326525,19985929
sample1-5_2502,1721401985.727861,234834422,8073497
sample1-5_6172,1721401989.1020677,227245683,14033379
sample1-5_8174,1721401990.716838,277687165,50657897
sample1-5_10010,1721401992.2055542,200037464,77836540
sample1-5_12679,1721401994.920449,300224189,97520056
sample1-5_20854,1721402002.4088168,237060312,70429542
sample1-5_23523,1721402004.8059218,313885969,78128812
sample1-5_25358,1721402006.154334,275327230,38678484
sample1-5_35201,1721402015.191881,261123758,14797091
sample1-5_37871,1721402017.427288,247205275,8672956
sample1-5_40540,1721402020.0459244,320534545,64053220
sample1-5_42375,1721402021.9853103,316588184,8858497
sample1-5_43209,1721402022.7452588,245638160,78864141
sample1-5_46379,1721402025.5776837,232975066,8039423
sample1-5_49549,1721402028.2821417,319109631,84782375
sample1-5_57557,1721402034.836113,323326525,19985929
sample1-4_2502,1721401985.5882614,234834422,8073497
sample1-4_6172,1721401988.9768872,227245683,14033379
sample1-4_8174,1721401990.5482042,277687165,50657897
sample1-4_10010,1721401992.0814114,200037464,77836540
sample1-4_12679,1721401994.8809786,300224189,97520056
sample1-4_20854,1721402002.317939,237060312,70429542
sample1-4_23523,1721402004.6681418,313885969,78128812
sample1-4_25358,1721402006.0159786,275327230,38678484
sample1-4_35201,1721402014.8841112,261123758,14797091
sample1-4_37871,1721402016.9938905,247205275,8672956
sample1-4_40540,1721402019.5452378,320534545,64053220
sample1-4_42375,1721402021.4450095,316588184,8858497
sample1-4_43209,1721402022.1670926,245638160,78864141
sample1-4_46379,1721402025.1066356,232975066,8039423
sample1-4_49549,1721402027.8245058,319109631,84782375
sample1-4_57557,1721402034.6111207,323326525,19985929
